S_MW,W_MW,Baseload_MW,DailyAvgProd_MW,DailyErrorPct
45.0,160.0,241478.91773486728,61533.31664554795,-0.7451814128423886
45.0,165.0,241445.00739665408,61618.671870719176,-0.7447921059328847
45.0,170.0,241411.4495072078,61704.027095890415,-0.7444030628131078
45.0,175.0,241378.0953033348,61789.38232106165,-0.7440141275312815
45.0,180.0,241344.84917473546,61874.737546232886,-0.7436251995523836
45.0,185.0,241311.9372649965,61960.09277140411,-0.7432365200260993
45.0,190.0,241279.3546289079,62045.44799657535,-0.7428480853987595
45.0,195.0,241246.96359265363,62130.80322174659,-0.7424597503881762
45.0,200.0,241214.63935129973,62216.15844691781,-0.7420713825071473
50.0,0.0,269602.65375000157,65335.49937785389,-0.7576600286789518
50.0,5.0,269563.8467568235,65420.85460302512,-0.7573084989321954
50.0,10.0,269525.2709122427,65506.20982819635,-0.7569570763940531
50.0,15.0,269486.902708221,65591.56505336758,-0.7566057407829392
50.0,20.0,269448.6340706493,65676.9202785388,-0.756254395183468
50.0,25.0,269410.6291446467,65762.27550371003,-0.7559031887030625
50.0,30.0,269372.8318423517,65847.63072888128,-0.7555520715340065
50.0,35.0,269335.33190857014,65932.98595405252,-0.7552011260949809
50.0,40.0,269298.185723718,66018.34117922375,-0.75485040494497
50.0,45.0,269261.0456061311,66103.69640439497,-0.7544995925586282
50.0,50.0,269223.905488544,66189.05162956622,-0.7541486833813771
50.0,55.0,269186.768499663,66274.40685473745,-0.7537976802347163
50.0,60.0,269149.7418815604,66359.76207990867,-0.753446681330609
50.0,65.0,269112.8255781904,66445.11730507991,-0.75309568705125
50.0,70.0,269076.28631836537,66530.47253025114,-0.752744942928439
50.0,75.0,269039.8000150772,66615.82775542238,-0.7523941522715629
50.0,80.0,269003.4782740666,66701.1829805936,-0.7520434181425827
50.0,85.0,268967.26371891715,66786.53820576484,-0.7516926882389682
50.0,90.0,268931.1015280398,66871.89343093608,-0.7513419122928637
50.0,95.0,268895.0655170225,66957.2486561073,-0.7509911588471729
50.0,100.0,268859.02950601035,67042.60388127854,-0.7506403113763386
50.0,105.0,268823.1340103338,67127.95910644977,-0.7502895003676681
50.0,110.0,268787.32690479176,67213.314331621,-0.7499386778922472
50.0,115.0,268751.5651907476,67298.66955679224,-0.7495878042271987
50.0,120.0,268715.80714228505,67384.02478196347,-0.749236840591653
50.0,125.0,268680.15939328365,67469.3800071347,-0.7488858866263526
50.0,130.0,268644.51164427877,67554.73523230593,-0.748534839521466
50.0,135.0,268608.8638952791,67640.09045747717,-0.7481836992399193
50.0,140.0,268573.3167357213,67725.4456826484,-0.7478325601895482
50.0,145.0,268537.9887413876,67810.80090781963,-0.7474815342676747
50.0,150.0,268502.89255298255,67896.15613299086,-0.7471306342832297
50.0,155.0,268467.79636457015,67981.51135816211,-0.7467796425540533
50.0,160.0,268432.72734524135,68066.86658333335,-0.7464285847090842
50.0,165.0,268397.8148887034,68152.22180850458,-0.7460775832442403
50.0,170.0,268363.17731992144,68237.57703367579,-0.7457267509084217
50.0,175.0,268328.8898240115,68322.93225884704,-0.7453761601903622
50.0,180.0,268294.7236105257,68408.28748401826,-0.7450255951238004
50.0,185.0,268261.0398185676,68493.64270918949,-0.7446753999182525
50.0,190.0,268227.51937024586,68578.99793436073,-0.7443252724576026
50.0,195.0,268194.1896560837,68664.35315953197,-0.7439752395546562
50.0,200.0,268160.94352748373,68749.7083847032,-0.7436251995523835
55.0,0.0,296562.91912500176,71869.04931563926,-0.7576600286789519
55.0,5.0,296524.0981272146,71954.40454081049,-0.7573404489036143
55.0,10.0,296485.4862244866,72039.75976598174,-0.7570209567984174
55.0,15.0,296447.073570314,72125.11499115296,-0.7567015449924971
55.0,20.0,296408.80493274494,72210.4702163242,-0.7563821687661784
55.0,25.0,296370.6376195798,72295.82544149544,-0.7560627934596743
55.0,30.0,296332.74649864784,72381.18066666667,-0.7557435635383046
55.0,35.0,296295.0767033149,72466.5358918379,-0.7554244346611273
55.0,40.0,296257.7163901628,72551.89111700913,-0.755105480454523
55.0,45.0,296220.5762725775,72637.24634218037,-0.7547866280722487
55.0,50.0,296183.43615498417,72722.6015673516,-0.7544676957245577
55.0,55.0,296146.2960373985,72807.95679252283,-0.7541486833813773
55.0,60.0,296109.1559198102,72893.31201769406,-0.753829591012598
55.0,65.0,296072.1213933404,72978.66724286528,-0.7535105064961148
55.0,70.0,296035.1166370944,73064.02246803654,-0.7531913669633837
55.0,75.0,295998.5094715147,73149.37769320776,-0.7528724795817012
55.0,80.0,295962.0231682325,73234.73291837898,-0.7525536143643995
55.0,85.0,295925.6023711532,73320.08814355024,-0.7522347253631967
55.0,90.0,295889.34027941176,73405.44336872146,-0.7519158909225866
55.0,95.0,295853.12572426803,73490.7985938927,-0.7515970182367269
55.0,100.0,295817.00447864085,73576.15381906393,-0.7512781459310045
55.0,105.0,295780.9684676215,73661.50904423516,-0.7509592675084545
55.0,110.0,295744.9324566113,73746.86426940639,-0.7506403113763386
55.0,115.0,295709.0345036689,73832.21949457763,-0.7503213940740739
55.0,120.0,295673.2119380833,73917.57471974887,-0.7500024630732259
55.0,125.0,295637.4502240332,74002.92994492009,-0.7496835063053044
55.0,130.0,295601.68850998476,74088.28517009132,-0.7493644723629893
55.0,135.0,295565.9992071176,74173.64039526257,-0.7490454227000398
55.0,140.0,295530.3514581128,74258.99562043381,-0.7487263313089554
55.0,145.0,295494.7037091068,74344.35084560503,-0.7484071629290802
55.0,150.0,295459.05596010596,74429.70607077626,-0.7480879175325529
55.0,155.0,295423.5549731045,74515.06129594748,-0.7477687203962753
55.0,160.0,295388.2779966906,74600.41652111872,-0.7474496380592512
55.0,165.0,295353.18180828076,74685.77174628995,-0.7471306342832296
55.0,170.0,295318.0856198643,74771.12697146118,-0.7468115546851163
55.0,175.0,295282.9894314556,74856.48219663241,-0.7464923992378879
55.0,180.0,295248.0547863771,74941.83742180366,-0.746173306794428
55.0,185.0,295213.31119558413,75027.19264697489,-0.7458543033065741
55.0,190.0,295178.86191315716,75112.54787214611,-0.745535478437326
55.0,195.0,295144.69569967117,75197.90309731735,-0.7452168235005786
55.0,200.0,295110.6441069525,75283.25832248857,-0.7448981938611309
60.0,0.0,323523.18450000195,78402.59925342466,-0.7576600286789518
60.0,5.0,323484.3494976093,78487.95447859589,-0.7573670732432886
60.0,10.0,323445.70405926625,78573.30970376714,-0.7570741898325852
60.0,15.0,323407.26043163077,78658.66492893836,-0.7567813881977858
60.0,20.0,323368.97579483595,78744.02015410959,-0.7564886366709793
60.0,25.0,323330.70715726574,78829.37537928081,-0.7561958278805273
60.0,30.0,323292.7549735757,78914.73060445204,-0.7559031887030623
60.0,35.0,323254.9173724626,79000.08582962329,-0.7556105674377186
60.0,40.0,323217.3421567582,79085.44105479452,-0.7553180762917151
60.0,45.0,323180.1069390167,79170.79627996575,-0.7550257748540659
60.0,50.0,323142.96682142804,79256.15150513698,-0.7547334782349303
60.0,55.0,323105.8267038377,79341.50673030822,-0.754441114418424
60.0,60.0,323068.6865862529,79426.86195547944,-0.7541486833813773
60.0,65.0,323031.5464686637,79512.21718065068,-0.7538561851005969
60.0,70.0,322994.50090511376,79597.57240582192,-0.7535636916951557
60.0,75.0,322957.4742870142,79682.92763099316,-0.7532711456611824
60.0,80.0,322920.73262466246,79768.28285616438,-0.7529787505193086
60.0,85.0,322884.24632138223,79853.63808133561,-0.7526864844255875
60.0,90.0,322847.7600180927,79938.99330650685,-0.752394152271563
60.0,95.0,322811.4168399103,80024.34853167807,-0.7521018639456485
60.0,100.0,322775.2022847623,80109.70375684931,-0.7518096087004414
60.0,105.0,322738.9877296103,80195.05898202055,-0.7515172878672852
60.0,110.0,322702.9074292404,80280.41420719177,-0.7512250049225385
60.0,115.0,322666.8714182206,80365.76943236301,-0.7509326907992425
60.0,120.0,322630.8354072126,80451.12465753427,-0.7506403113763387
60.0,125.0,322594.93499699817,80536.47988270549,-0.7503479715716711
60.0,130.0,322559.09697137156,80621.8351078767,-0.7500556150334454
60.0,135.0,322523.33525732486,80707.19033304795,-0.7497632527312921
60.0,140.0,322487.5735432736,80792.54555821918,-0.7494708255870892
60.0,145.0,322451.83902094455,80877.9007833904,-0.7491783547305586
60.0,150.0,322416.19127194036,80963.25600856163,-0.7488858866263525
60.0,155.0,322380.5435229407,81048.61123373287,-0.7485933538418846
60.0,160.0,322344.8957739349,81133.96645890412,-0.7483007563556876
60.0,165.0,322309.26039143465,81219.32168407534,-0.7480081038148362
60.0,170.0,322273.7975961517,81304.67690924658,-0.7477155216598427
60.0,175.0,322238.56725198275,81390.03213441781,-0.7474230573065677
60.0,180.0,322203.4710635791,81475.38735958903,-0.7471306342832296
60.0,185.0,322168.3748751634,81560.74258476026,-0.7468381475482685
60.0,190.0,322133.27868675836,81646.0978099315,-0.7465455970808779
60.0,195.0,322098.31384424353,81731.45303510274,-0.7462530863336793
60.0,200.0,322063.46494583937,81816.80826027397,-0.7459606035287706
65.0,0.0,350483.4498750022,84936.14919121005,-0.7576600286789519
65.0,5.0,350444.6008680073,85021.50441638129,-0.757389601078762
65.0,10.0,350405.9387384234,85106.85964155251,-0.7571192430471778
65.0,15.0,350367.47574387665,85192.21486672375,-0.7568489635464897
65.0,20.0,350329.14665692707,85277.57009189497,-0.7565787177411013
65.0,25.0,350290.8780193606,85362.9253170662,-0.7563084548483499
65.0,30.0,350252.7634485074,85448.28054223745,-0.7560382402099172
65.0,35.0,350214.8723275715,85533.63576740868,-0.7557681225844537
65.0,40.0,350177.1622334212,85618.99099257991,-0.755498072899717
65.0,45.0,350139.65910020634,85704.34621775114,-0.7552281097262865
65.0,50.0,350102.4974878734,85789.70144292238,-0.7549583277511641
65.0,55.0,350065.3573702818,85875.05666809362,-0.7546885035606102
65.0,60.0,350028.2172526976,85960.41189326484,-0.754418622110094
65.0,65.0,349991.0771351072,86045.76711843608,-0.7541486833813771
65.0,70.0,349953.93701751705,86131.1223436073,-0.7538786873562278
65.0,75.0,349916.880416892,86216.47756877854,-0.7536086928242501
65.0,80.0,349879.85379878466,86301.83279394977,-0.7533386622380899
65.0,85.0,349843.0075573808,86387.18801912101,-0.7530687018091912
65.0,90.0,349806.4694745282,86472.54324429223,-0.7527989022781956
65.0,95.0,349769.9831712508,86557.89846946349,-0.7525290830142967
65.0,100.0,349733.5600582351,86643.25369463472,-0.7522592522141498
65.0,105.0,349697.2788452568,86728.60891980593,-0.751989465842587
65.0,110.0,349661.06429010944,86813.96414497716,-0.7517196708154251
65.0,115.0,349624.84973496036,86899.31937014838,-0.7514498198968866
65.0,120.0,349588.8103798396,86984.67459531964,-0.7511800377683485
65.0,125.0,349552.7743688226,87070.02982049086,-0.7509102023930129
65.0,130.0,349516.73835781345,87155.3850456621,-0.7506403113763386
65.0,135.0,349480.83549033245,87240.74027083334,-0.7503704598038061
65.0,140.0,349444.98200466065,87326.09549600456,-0.7501005880953246
65.0,145.0,349409.22029061266,87411.4507211758,-0.749830726709291
65.0,150.0,349373.45857656235,87496.80594634703,-0.7495608100774696
65.0,155.0,349337.6968625154,87582.16117151827,-0.7492908381828975
65.0,160.0,349302.0310857707,87667.51639668949,-0.7490208799411108
65.0,165.0,349266.3833367728,87752.87162186073,-0.748750879533554
65.0,170.0,349230.7355877628,87838.22684703197,-0.7484808240053719
65.0,175.0,349195.08783875895,87923.5820722032,-0.7482107133396964
65.0,180.0,349159.4986288219,88008.93729737443,-0.7479405897791904
65.0,185.0,349124.06993401435,88094.29252254567,-0.7476705271590246
65.0,190.0,349088.8565072889,88179.64774771691,-0.7474005654893319
65.0,195.0,349053.7603188773,88265.00297288813,-0.7471306342832296
65.0,200.0,349018.66413046257,88350.35819805937,-0.746860648790306
70.0,0.0,377443.7152500023,91469.69912899543,-0.7576600286789519
70.0,5.0,377404.8575283461,91555.05435416666,-0.7574089137226059
70.0,10.0,377366.18529127334,91640.40957933791,-0.7571578664140125
70.0,15.0,377327.6910561225,91725.76480450913,-0.7569068823234971
70.0,20.0,377289.31751901866,91811.12002968036,-0.7566559248657967
70.0,25.0,377251.04888145375,91896.47525485158,-0.756404984088649
70.0,30.0,377212.78714992903,91981.83048002284,-0.7561539968594352
70.0,35.0,377174.880802505,92067.18570519406,-0.7559031887030622
70.0,40.0,377137.00290256814,92152.54093036529,-0.755652348559994
70.0,45.0,377099.40709438716,92237.89615553652,-0.7554016409990016
70.0,50.0,377062.028154314,92323.25138070776,-0.755151024268813
70.0,55.0,377024.8880367257,92408.60660587899,-0.7549005131012
70.0,60.0,376987.7479191332,92493.96183105021,-0.7546499525738144
70.0,65.0,376950.60780154663,92579.31705622147,-0.754399342672073
70.0,70.0,376913.4676839616,92664.67228139269,-0.7541486833813773
70.0,75.0,376876.327566378,92750.02750656393,-0.7538979746871255
70.0,80.0,376839.25992866623,92835.38273173517,-0.7536472639572945
70.0,85.0,376802.2333105642,92920.73795690639,-0.7533965307463553
70.0,90.0,376765.287197989,93006.09318207762,-0.7531458010004961
70.0,95.0,376728.6926276813,93091.44840724886,-0.7528952526606447
70.0,100.0,376692.20632439724,93176.80363242008,-0.7526447267343283
70.0,105.0,376655.72002110805,93262.15885759132,-0.7523941522715628
70.0,110.0,376619.37399397703,93347.51408276254,-0.7521436215751998
70.0,115.0,376583.14085060224,93432.86930793378,-0.7518931168907522
70.0,120.0,376546.92629545333,93518.22453310504,-0.7516425762569444
70.0,125.0,376510.74934145337,93603.57975827626,-0.7513920122546401
70.0,130.0,376474.71333043894,93688.9349834475,-0.7511414932635464
70.0,135.0,376438.67731942865,93774.29020861872,-0.7508909263087061
70.0,140.0,376402.6413084145,93859.64543378995,-0.7506403113763387
70.0,145.0,376366.73598367034,93945.00065896117,-0.7503897351251646
70.0,150.0,376330.86703794927,94030.35588413241,-0.7501391352130294
70.0,155.0,376295.10532389703,94115.71110930364,-0.7498885587993677
70.0,160.0,376259.34360985656,94201.06633447489,-0.7496379347534502
70.0,165.0,376223.5818958039,94286.42155964611,-0.7493872630616786
70.0,170.0,376187.87089959846,94371.77678481735,-0.7491365775320161
70.0,175.0,376152.2231505972,94457.13200998859,-0.7488858866263526
70.0,180.0,376116.5754015986,94542.48723515982,-0.7486351482004959
70.0,185.0,376080.927652593,94627.84246033104,-0.7483843622409269
70.0,190.0,376045.27990359406,94713.19768550227,-0.7481335287341363
70.0,195.0,376009.73686620465,94798.5529106735,-0.7478827178765171
70.0,200.0,375974.3422718791,94883.90813584474,-0.747631959238242
75.0,0.0,404403.9806249999,98003.24906678082,-0.7576600286789502
75.0,5.0,404365.1229033449,98088.60429195207,-0.7574256563284313
75.0,10.0,404326.436661665,98173.9595171233,-0.757191341907544
75.0,15.0,404287.90636836644,98259.31474229452,-0.7569570763940546
75.0,20.0,404249.4883811133,98344.66996746576,-0.7567228338091313
75.0,25.0,404211.2197435475,98430.02519263698,-0.7564886366709809
75.0,30.0,404172.9511059765,98515.3804178082,-0.7562543951834696
75.0,35.0,404134.8892774413,98600.73564297945,-0.7560202341864887
75.0,40.0,404096.9981565039,98686.09086815067,-0.7557861322445898
75.0,45.0,404059.24776353035,98771.44609332192,-0.7555520715340083
75.0,50.0,404021.677695945,98856.80131849315,-0.7553180762917134
75.0,55.0,403984.4187031662,98942.15654366442,-0.7550842261162461
75.0,60.0,403947.2785855796,99027.51176883564,-0.7548504049449715
75.0,65.0,403910.13846799324,99112.86699400685,-0.7546165407733116
75.0,70.0,403872.99835040246,99198.22221917807,-0.7543826335894008
75.0,75.0,403835.85823281866,99283.5774443493,-0.7541486833813789
75.0,80.0,403798.7181152286,99368.93266952054,-0.7539146901373657
75.0,85.0,403761.6394404442,99454.28789469178,-0.7536806913293664
75.0,90.0,403724.612822343,99539.643119863,-0.7534466813306105
75.0,95.0,403687.6039781595,99624.99834503424,-0.7532126392703794
75.0,100.0,403650.91578083055,99710.3535702055,-0.7529787505193101
75.0,105.0,403614.42947754567,99795.70879537672,-0.7527449429284375
75.0,110.0,403577.94317426404,99881.06402054794,-0.7525110930618437
75.0,115.0,403541.51774531405,99966.41924571918,-0.7522772382771016
75.0,120.0,403505.2174110976,100051.77447089039,-0.7520434181425811
75.0,125.0,403469.00285595015,100137.12969606163,-0.7518096087004399
75.0,130.0,403432.78830080456,100222.48492123288,-0.7515757572820141
75.0,135.0,403396.6522920573,100307.84014640411,-0.7513419122928623
75.0,140.0,403360.61628104025,100393.19537157535,-0.7511080871077738
75.0,145.0,403324.5802700268,100478.5505967466,-0.750874220139333
75.0,150.0,403288.54425901326,100563.90582191783,-0.7506403113763371
75.0,155.0,403252.63647699915,100649.26104708904,-0.7504064401750542
75.0,160.0,403216.76555399795,100734.61627226029,-0.7501725501570937
75.0,165.0,403180.99035719025,100819.9714974315,-0.7499386778922488
75.0,170.0,403145.2286431431,100905.32672260274,-0.7497047724905054
75.0,175.0,403109.46692909463,100990.68194777396,-0.7494708255870909
75.0,180.0,403073.7107134301,101076.0371729452,-0.7492368405916545
75.0,185.0,403038.0629644267,101161.39239811646,-0.7490028816284648
75.0,190.0,403002.4152154259,101246.74762328768,-0.7487688812753989
75.0,195.0,402966.76746642066,101332.1028484589,-0.7485348395214676
75.0,200.0,402931.1197174209,101417.45807363014,-0.7483007563556892
80.0,0.0,431364.2459999999,104536.7990045662,-0.7576600286789503
80.0,5.0,431325.3882783463,104622.15422973744,-0.7574403059199893
80.0,10.0,431286.68803205853,104707.50945490868,-0.757220632214075
80.0,15.0,431248.12168061116,104792.8646800799,-0.7570009945279458
80.0,20.0,431209.6805755105,104878.21990525114,-0.7567813881977874
80.0,25.0,431171.3906056385,104963.57513042237,-0.7565618280401516
80.0,30.0,431133.1219680697,105048.9303555936,-0.756342240939276
80.0,35.0,431094.8977523737,105134.28558076484,-0.7561226399827277
80.0,40.0,431057.0066314369,105219.64080593608,-0.7559031887030637
80.0,45.0,431019.1155104999,105304.99603110731,-0.7556836988392409
80.0,50.0,430981.4926244918,105390.35125627853,-0.7554643225756711
80.0,55.0,430943.9862918331,105475.70648144976,-0.7552449742040903
80.0,60.0,430906.8092520195,105561.06170662101,-0.7550257748540642
80.0,65.0,430869.66913443326,105646.41693179224,-0.7548065586885624
80.0,70.0,430832.529016846,105731.77215696346,-0.7545873047277977
80.0,75.0,430795.3888992582,105817.1273821347,-0.7543680129619956
80.0,80.0,430758.24878167314,105902.48260730595,-0.7541486833813786
80.0,85.0,430721.1086640846,105987.83783247718,-0.753929315976162
80.0,90.0,430684.0189522228,106073.1930576484,-0.7537099395614782
80.0,95.0,430646.99233411613,106158.54828281964,-0.7534905614748684
80.0,100.0,430609.9657160165,106243.90350799085,-0.753271145661181
80.0,105.0,430573.1895365771,106329.25873316209,-0.7530518357457334
80.0,110.0,430536.65263069444,106414.61395833331,-0.7528326257285843
80.0,115.0,430500.1663274121,106499.96918350455,-0.7526134075811083
80.0,120.0,430463.6800241264,106585.3244086758,-0.7523941522715646
80.0,125.0,430427.3316810593,106670.67963384703,-0.7521749392232171
80.0,130.0,430391.07941644127,106756.03485901827,-0.7519557445201543
80.0,135.0,430354.8648612988,106841.3900841895,-0.7517365346418846
80.0,140.0,430318.65030614985,106926.74530936073,-0.7515172878672868
80.0,145.0,430282.55524265417,107012.10053453197,-0.7512980732528572
80.0,150.0,430246.51923164306,107097.45575970318,-0.7510788560219768
80.0,155.0,430210.4832206253,107182.81098487442,-0.7508596020662106
80.0,160.0,430174.44720961386,107268.16621004566,-0.7506403113763369
80.0,165.0,430138.53697033064,107353.5214352169,-0.7504210569195716
80.0,170.0,430102.666047334,107438.87666038814,-0.7502017886851131
80.0,175.0,430066.8753904792,107524.23188555936,-0.749982530535669
80.0,180.0,430031.1136764304,107609.58711073059,-0.7497632527312905
80.0,185.0,429995.3519623858,107694.94233590184,-0.7495439384532637
80.0,190.0,429959.59024833655,107780.29756107306,-0.7493245876924823
80.0,195.0,429923.9027782605,107865.65278624429,-0.7491052437671102
80.0,200.0,429888.25502925646,107951.0080114155,-0.7488858866263541
85.0,0.0,458324.5113749999,111070.34894235161,-0.7576600286789502
85.0,5.0,458285.6536533454,111155.70416752281,-0.7574532318840537
85.0,10.0,458246.9394024573,111241.05939269406,-0.757246476020659
85.0,15.0,458208.3369928553,111326.41461786532,-0.7570397445221491
85.0,20.0,458169.89588775625,111411.76984303653,-0.756833063797953
85.0,25.0,458131.56146772846,111497.12506820777,-0.7566264050636429
85.0,30.0,458093.2928301657,111582.48029337899,-0.7564197467201353
85.0,35.0,458055.02419259667,111667.83551855023,-0.7562130538456933
85.0,40.0,458017.01510637073,111753.19074372145,-0.7560064646992041
85.0,45.0,457979.1239854323,111838.5459688927,-0.7557999041623344
85.0,50.0,457941.33329363784,111923.90119406392,-0.7555933630426478
85.0,55.0,457903.73748545133,112009.25641923516,-0.7553868919386273
85.0,60.0,457866.3399184641,112094.61164440641,-0.7551804929264554
85.0,65.0,457829.19980087713,112179.96686957763,-0.7549741979795787
85.0,70.0,457792.0596832879,112265.32209474886,-0.7547678695597805
85.0,75.0,457754.9195657034,112350.67731992008,-0.7545615076589167
85.0,80.0,457717.7794481106,112436.03254509132,-0.7543551122688305
85.0,85.0,457680.639330528,112521.38777026255,-0.754148683381379
85.0,90.0,457643.4992129364,112606.74299543377,-0.7539422209883963
85.0,95.0,457606.39846399846,112692.09822060502,-0.7537357462682617
85.0,100.0,457569.3718458926,112777.45344577626,-0.7535292779959949
85.0,105.0,457532.34522778995,112862.80867094749,-0.7533227763061059
85.0,110.0,457495.4691771816,112948.16389611873,-0.7531163224430196
85.0,115.0,457458.87578384636,113033.51912128997,-0.7529099879686248
85.0,120.0,457422.3894805646,113118.87434646119,-0.7527036783771873
85.0,125.0,457385.90317727654,113204.22957163243,-0.7524973358705461
85.0,130.0,457349.475432395,113289.58479680364,-0.7522909921571561
85.0,135.0,457313.15597693966,113374.94002197488,-0.7520846742758218
85.0,140.0,457276.9414217895,113460.29524714613,-0.7518783805403146
85.0,145.0,457240.72686664603,113545.65047231734,-0.7516720541269001
85.0,150.0,457204.5123114968,113631.0056974886,-0.7514656950278064
85.0,155.0,457168.4581932557,113716.36092265982,-0.7512593905273551
85.0,160.0,457132.42218224506,113801.71614783106,-0.7510530633452603
85.0,165.0,457096.38617123046,113887.07137300228,-0.7508467036308188
85.0,170.0,457060.35016021493,113972.42659817352,-0.7506403113763371
85.0,175.0,457024.43746366864,114057.78182334473,-0.7504339539121213
85.0,180.0,456988.5665406651,114143.13704851597,-0.7502275868462916
85.0,185.0,456952.76042376854,114228.49227368722,-0.7500212228332879
85.0,190.0,456916.9987097181,114313.84749885845,-0.74981485078982
85.0,195.0,456881.2369956729,114399.20272402967,-0.7496084464394122
85.0,200.0,456845.475281622,114484.5579492009,-0.7494020097744714
90.0,0.0,485284.77674999996,117603.898880137,-0.7576600286789502
90.0,5.0,485245.9190283478,117689.25410530822,-0.7574647215148802
90.0,10.0,485207.190772854,117774.60933047945,-0.7572694478355027
90.0,15.0,485168.55608889635,117859.96455565067,-0.7570741898325838
90.0,20.0,485130.11120000156,117945.31978082191,-0.7568789958448955
90.0,25.0,485091.7323298225,118030.67500599315,-0.7566838040320547
90.0,30.0,485053.46369225706,118116.03023116438,-0.756488636670981
90.0,35.0,485015.1950546892,118201.3854563356,-0.7562934385117408
90.0,40.0,484977.02358130284,118286.74068150685,-0.7560982584122834
90.0,45.0,484939.13246036693,118372.09590667808,-0.7559031887030639
90.0,50.0,484901.2413394294,118457.45113184933,-0.7557080885075947
90.0,55.0,484863.5781545995,118542.80635702056,-0.7555130727529652
90.0,60.0,484826.0132351342,118628.16158219178,-0.7553180762917135
90.0,65.0,484788.73046731565,118713.516807363,-0.7551231921316978
90.0,70.0,484751.5903497299,118798.87203253423,-0.7549283501126313
90.0,75.0,484714.450232145,118884.22725770547,-0.7547334782349318
90.0,80.0,484677.3101145568,118969.58248287672,-0.7545385764917334
90.0,85.0,484640.16999697045,119054.93770804795,-0.7543436448761724
90.0,90.0,484603.02987938235,119140.29293321919,-0.7541486833813789
90.0,95.0,484565.8897617931,119225.64815839042,-0.7539536920004825
90.0,100.0,484528.77797577286,119311.00338356165,-0.7537586851249373
90.0,105.0,484491.75135767355,119396.35860873286,-0.7535636916951572
90.0,110.0,484454.7247395684,119481.71383390411,-0.753368668458885
90.0,115.0,484417.7488177838,119567.06905907534,-0.7531736412406906
90.0,120.0,484381.09893699666,119652.42428424658,-0.7529787505193102
90.0,125.0,484344.61263371084,119737.77950941783,-0.7527839137957535
90.0,130.0,484308.1263304306,119823.13473458904,-0.7525890477153859
90.0,135.0,484271.6400271419,119908.48995976028,-0.7523941522715644
90.0,140.0,484235.2893681396,119993.8451849315,-0.7521992968717605
90.0,145.0,484199.01798228896,120079.20041010274,-0.7520044528167651
90.0,150.0,484162.8034271402,120164.55563527398,-0.7518096087004398
90.0,155.0,484126.58887199487,120249.91086044519,-0.7516147354339182
90.0,160.0,484090.39715487417,120335.26608561643,-0.75141984473797
90.0,165.0,484054.36114385736,120420.62131078767,-0.7512250049225369
90.0,170.0,484018.3251328415,120505.97653595891,-0.7510301360947741
90.0,175.0,483982.28912183095,120591.33176113013,-0.7508352382482034
90.0,180.0,483946.2531108158,120676.68698630137,-0.750640311376337
90.0,185.0,483910.3379569998,120762.0422114726,-0.7504454177992711
90.0,190.0,483874.46703399706,120847.39743664382,-0.75025051812012
90.0,195.0,483838.6454570602,120932.75266181507,-0.7500556150334469
90.0,200.0,483802.8837430115,121018.10788698631,-0.7498607140356169
95.0,0.0,512245.042125,124137.44881792237,-0.7576600286789503
95.0,5.0,512206.18440334784,124222.80404309358,-0.75747500161913
95.0,10.0,512167.4421432468,124308.15926826485,-0.7572900011994566
95.0,15.0,512128.79076805414,124393.51449343609,-0.7571050158947721
95.0,20.0,512090.3265122426,124478.8697186073,-0.7569200914877439
95.0,25.0,512051.903191918,124564.22494377854,-0.7567351587460234
95.0,30.0,512013.63455435,124649.58016894977,-0.7565502717960955
95.0,35.0,511975.3659167804,124734.93539412098,-0.7563653572066665
95.0,40.0,511937.09727921203,124820.29061929224,-0.7561804149715392
95.0,45.0,511899.1409352996,124905.64584446348,-0.7559955939440605
95.0,50.0,511861.249814363,124991.00106963469,-0.7558107766216622
95.0,55.0,511823.41882375063,125076.35629480596,-0.7556259606442965
95.0,60.0,511785.8230155602,125161.71151997717,-0.7554412297267332
95.0,65.0,511748.31348346913,125247.0667451484,-0.7552565129280212
95.0,70.0,511711.12101617357,125332.42197031964,-0.7550719208106516
95.0,75.0,511673.9808985826,125417.77719549085,-0.7548873269357241
95.0,80.0,511636.8407809982,125503.1324206621,-0.7547027062611728
95.0,85.0,511599.7006634077,125588.48764583335,-0.754518058781155
95.0,90.0,511562.5605458221,125673.84287100456,-0.7543333844898378
95.0,95.0,511525.42042823683,125759.1980961758,-0.7541486833813787
95.0,100.0,511488.28031064634,125844.553321347,-0.7539639554499337
95.0,105.0,511451.1574875502,125929.90854651824,-0.7537792090155087
95.0,110.0,511414.13086944673,126015.26377168951,-0.7535944821128563
95.0,115.0,511377.10425134894,126100.61899686072,-0.7534097284596446
95.0,120.0,511340.09131922276,126185.97422203196,-0.753224954654972
95.0,125.0,511303.37151577015,126271.3294472032,-0.7530402956802944
95.0,130.0,511266.83578686125,126356.68467237441,-0.7528556991616596
95.0,135.0,511230.3494835803,126442.03989754566,-0.7526711001698723
95.0,140.0,511193.86318029603,126527.3951227169,-0.7524864748266917
95.0,145.0,511157.43311947794,126612.75034788811,-0.7523018503806173
95.0,150.0,511121.1033038792,126698.10557305935,-0.7521172482331786
95.0,155.0,511084.8799876357,126783.46079823059,-0.7519326715333512
95.0,160.0,511048.6654324887,126868.8160234018,-0.7517480729236703
95.0,165.0,511012.4508773394,126954.17124857307,-0.7515634481496295
